"acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence"
0.29,1.63,289.35,0.87,0.26,0.18,-6.38,0,100.78,0.23
0.19,1.44,273.12,0.5,0.2,0.34,-5.75,0.15,88.8,0.79
0.01,1.6,68.95,0.65,0.01,0.21,-7.16,0.18,177.57,0.49
0.13,1.66,413.53,0.73,0.4,0.19,-10.2,0.4,137.94,0.09
0.28,1.89,266.98,0.92,0.15,0.25,-4.25,0.06,135.6,0.32
0.25,1.38,255.23,0.96,0.66,0.11,-6.84,0.1,127.74,0.78
0.17,1.8,323.34,0.81,0.11,0.23,-9.05,0.07,112.75,0.47
0.02,1.96,262.75,0.2,0.01,0.27,-3.24,0,128.61,0.01
0.07,1.55,223.09,0.46,0.23,0,-7.23,0.03,70.73,0.44
0.01,1.67,82.75,0.96,0.09,0.25,-8.81,0.18,148.13,0.56
0.26,1.58,137.37,0.97,0.03,0.16,-8.14,0.2,162.06,0.4
0.9,1.6,281.31,0.9,0.27,0.11,-9.21,0.03,132.85,0.48
0.49,1.92,244.37,0.65,0.42,0.11,-5.93,0.14,125.32,0.56
0.2,1.51,304.97,0.99,0.12,0.02,-7.04,0.08,164.73,0.9
0.26,1.31,284.85,0.78,0.09,0.03,-5.34,0.08,138.88,0.25
0.04,1.53,134.87,0.45,0.07,-0.15,-9.71,0.28,80.95,0.7
0.17,1.49,378.27,0.9,0.08,0.15,-0.92,0.03,121.73,0.28
0.18,1.69,187.22,0.55,0.23,0.08,-7.36,0.08,172.55,0.95
0.21,1.4,303.27,0.57,0.17,0.19,-7.12,0.17,69.19,0.29
0.1,1.51,320.24,0.54,0.06,0.29,-5.1,0.02,82.04,0.91
0.02,1.62,268.72,0.6,0.31,0.07,-11.48,0.12,124.55,0.08
0.11,1.9,269.33,0.36,0.03,0.26,-13.43,0.08,95.37,0.08
0.11,1.63,375.28,0.98,0.32,0.17,-8.78,0.13,104.64,0.21
0.49,1.55,189.95,0.23,0.08,0.36,-4.07,0.01,89.39,0.52
0.08,1.76,408.8,0.35,0.13,0.4,-4.11,0.01,88.01,0.11
0.18,1.56,339.64,0.2,0.01,0.4,-4.24,0,77.65,0.87
0.32,1.91,275.63,0.87,0.6,0.51,-6.82,0.03,87.93,0.06
0.42,1.43,329.51,0.99,0.04,0.16,-6.78,0.04,147.66,0.93
0.06,1.67,316.03,0.43,0.02,0.24,-0.55,0.04,85.84,0.26
0.01,1.43,216.27,0.57,0.37,0.23,-7.86,0.01,107.79,0.13
0.17,1.74,273.9,0.98,0.13,0,-4.52,0.35,144.74,0.06
0,1.44,229.88,0.92,0.05,0.45,-1.6,0.07,156.26,0.34
0.08,1.95,205.3,0.34,0.09,0.36,-6.95,0.27,124.25,0.67
0.11,1.7,326.73,0.91,0.33,0.2,-5.36,0.13,95.31,0.41
0.25,1.34,287.28,0.23,0.22,0.33,-9.8,0.02,101.1,0.73
0.49,1.26,218.76,0.58,0.15,0.55,-2.63,0.07,93.42,0.74
0.62,1.57,250.92,0.57,0.18,0.21,-4.37,0.16,136.45,0.9
0,1.36,247.13,0.49,0.01,0.07,-4.32,0.09,138.63,0.29
0.44,1.35,113.17,0.3,0.14,0.1,-6.42,0.03,133.08,0.87
0.07,1.75,205.33,0.64,0.19,0.14,-11.86,0.06,111.25,0.01
0.05,1.6,188.24,0.86,0.35,0.45,-5.89,0.19,105.88,0.66
0.12,1.48,264.93,0.39,0.06,0.59,-4.41,0.09,121.62,0.82
0.73,1.69,324.88,0.45,0.08,0.17,-4.91,0.29,161.61,0.5
0.06,1.79,232.48,0.62,0.3,-0.11,-2.66,0.02,155.98,0.82
0.12,1.46,288.3,0.84,0.14,0.15,-4.69,0.09,127.81,0.93
0.36,1.4,329.77,0.87,0.12,0.12,-9.57,0.24,84.28,0.99
0.02,1.82,317.24,0.46,0.02,0.4,-4.86,0.15,129.1,0.89
0.31,1.5,218.96,0.5,0.18,0.11,-8.13,0.09,159.89,0.9
0.89,1.68,236.11,0.92,0.12,-0.01,-4.57,0.06,123.1,0.97
0.09,1.42,325.96,0.35,0.19,0.14,-9.3,0.05,200.56,0.5
0.12,1.73,228.34,0.56,0.15,0.42,-6.08,0.02,78.02,0.27
0.01,1.67,256.66,0.27,0.03,0.4,-3.17,0.02,158.6,0.6
0.2,1.81,123.16,0.88,0.36,0.11,-2.97,0.02,158.53,0.43
0.22,1.78,232.02,0.28,0.62,0.02,-4.11,0.01,106.02,0.78
0.08,1.68,310.79,0.79,0.01,0.28,-3.91,0.11,130.68,0.59
0.01,1.69,11.16,0.66,0.28,0.17,-3.49,0.02,115.25,0.55
0.12,1.71,353.34,0.6,0.09,0.14,-9.52,0.29,88.56,0.98
0.14,1.46,201.86,0.51,0.09,0.45,-5.96,0,150.37,0.4
0.12,1.84,297.93,1,0.06,0.1,-5.04,0.08,88.32,0.7
0.06,1.7,217.36,0.44,0.01,0.07,-8.93,0.02,94.98,0.85
0.14,1.78,285.75,0.98,0.11,0.18,-3.22,0.02,109.48,0.17
0.01,1.53,202.16,0.34,0.34,0.25,-6.17,0.03,95.42,0.87
0.1,1.5,223.12,0.31,0.42,0.24,-8.08,0.18,105.39,0.82
0.16,1.64,272.62,0.4,0.22,0.19,-7.65,0.07,120.65,0.75
0.02,1.88,251.39,0.56,0.17,0.08,-10.67,0.07,71.16,0.95
0.4,1.58,207.11,0.62,0.21,0.29,-12.85,0.04,94.25,0.99
0.02,1.73,238.03,0.44,0.19,0.23,-0.54,0.04,161.92,0.74
0.13,1.66,118.66,0.32,0.27,0.04,-9.15,0.06,85.92,0.04
0.05,1.91,263.44,0.71,0.03,0.22,-2.28,0.13,136.79,0.21
0.25,1.52,216.94,0.56,0.11,-0.17,-3.76,0.03,148.68,0.82
0.23,1.72,237.26,0.77,0.03,0.3,-8.69,0.05,162.3,0.45
0.04,1.55,269.15,0.63,0.24,0.46,-4.18,0.07,135.43,0.94
0.11,1.61,263.41,0.22,0.04,0.27,-6.14,0,72.18,0.72
0.11,1.57,331.6,0.68,0.05,0.3,-4.53,0.08,108.43,0.74
0.18,1.46,285.58,0.44,0.1,0.06,-9.82,0.16,128.58,0.58
0.2,1.56,115.25,0.92,0.21,0.21,-5.64,0.1,119.47,0.25
0.12,1.74,202.92,0.93,0.05,0.09,-6.54,0.01,98.41,0.28
0.17,1.76,143.02,0.47,0.14,0.18,-8.81,0.01,133.31,0.67
0.03,1.55,257.2,0.76,0.16,0.33,-15.78,0.07,54.75,0.44
0.07,1.11,238.08,0.42,0.11,0.4,-8.94,0.36,96.02,0.04
0.35,1.53,242.01,0.88,0.18,0.15,-9.37,0.12,140.5,0.82
0.18,1.25,278.12,0.61,0.73,0.23,-4.74,0.32,116.9,0.13
0.04,1.55,395.41,0.32,0.65,0.13,-4.05,0.1,135.9,0.54
0.2,1.52,295.58,0.2,0.13,0.3,-6.36,0.03,104.22,0.46
0.08,1.43,301.11,0.28,0.01,0.08,-4.96,0.01,199.83,0.27
0.18,1.31,113.42,0.26,0,0.46,-7.37,0.1,88.68,0.84
0.09,1.53,162.05,0.2,0.3,0.04,-8.7,0.05,52.89,0.13
0.05,1.37,229.46,0.33,0.37,-0.05,-9.11,0.16,130.36,0.08
0.01,1.65,175.81,0.31,0.02,0.15,-4.15,0.19,69.43,0.85
0.44,1.68,270.24,0.28,0.01,0.08,-7.57,0.2,101.45,0.36
0.12,1.87,142.66,0.5,0.18,0.09,-10.64,0,118.79,0.2
0.1,1.36,306.65,0.46,0.38,0.13,-9.05,0.16,147.45,0.33
0.02,1.6,230.81,0.31,0.16,0,-8.33,0.08,71.32,0.94
0.06,1.46,360.73,0.62,0.26,0.62,-7.74,0.04,130.7,0.13
0.09,1.66,365.17,0.69,0.06,0.23,-8.64,0.12,114.86,0.87
0.04,1.74,410.64,0.39,0.12,0.43,-6.92,0.08,62.67,0.66
0.09,1.56,310.83,0.61,0.06,0.21,-6.77,0.01,47.81,0.73
0.13,1.48,262.51,0.51,0.03,0.14,-1.84,0.13,161.78,0.93
0.03,1.61,186.27,0.5,0.03,0.37,-6.47,0.23,96.78,0.52
0.14,1.46,350.92,0.67,0,0.03,-2.68,0.09,123.33,0.26
0.05,1.55,312.36,0.95,0.13,0.08,-5.86,0.03,136.33,0.61
0.02,1.64,315.75,0.8,0.01,0.3,-4.83,0.15,188.03,0.94
0.03,1.72,227.89,0.65,0.47,0.38,-10.08,0.02,160.5,0.41
0.08,1.55,297.95,0.87,0.15,-0.04,-7.49,0.04,163.59,0.42
0.2,1.42,178.83,0.74,0.12,0.42,-1.82,0,147.22,0.18
0.08,1.64,195.93,0.59,0.08,0.35,-7.93,0.02,119.87,0.91
0.03,1.5,241.18,0.25,0.14,0.09,-3.39,0.1,137.86,0.81
0.06,1.69,294.64,0.27,0.06,0.22,-6.65,0.01,118.49,0.25
0.37,1.52,176.06,0.69,0.34,0.14,-6.75,0.02,85.19,0.2
0.32,1.59,419.4,0.52,0.14,0.33,-10.96,0.04,76.58,0.27
0.16,1.94,241.49,0.61,0.15,0.22,-5.35,0.11,91.75,0.06
0.14,1.71,253.45,0.64,0.22,0.3,-7.87,0.14,105.87,0.68
0.21,1.67,283.9,0.88,0.13,0.56,-4.46,0.08,119.01,0.59
0.08,1.8,194.86,0.57,0.08,0.17,-8.74,0.03,124.71,0.34
0.12,1.4,275.98,0.55,0.05,0.18,-4.57,0.09,125.87,0.06
0.01,1.64,218.85,0.21,0.33,0.04,-6.79,0.14,138.38,0.88
0.15,1.61,318.5,0.44,0.42,-0.03,-8.99,0.01,96.93,0.61
0.24,1.82,308.73,0.59,0.24,0.04,-7.51,0.23,99.01,0.46
0.13,1.47,230.04,0.39,0.39,0.27,-8.55,0.06,105.89,0.91
0.61,1.56,228.03,0.93,0.25,0.3,-8.57,0.04,137.9,0.19
0.12,1.51,283.36,0.85,0.45,0.16,-7.58,0.05,79.35,0.74
0.01,1.5,155.88,0.88,0.02,0.31,-10.99,0.14,138.66,0.03
0.16,1.58,159.95,0.98,0.23,0.43,-0.39,0.31,132.87,0.68
0.11,1.58,286.82,0.96,0.24,0.25,-7.51,0.12,120.31,0.62
0.27,1.57,307.87,0.42,0.23,0.06,-8.12,0,131.74,0.22
0.03,1.39,278.1,0.37,0.17,0.15,-4.41,0.01,81.42,0.71
0.09,1.19,302.15,0.31,0.23,0.08,-6.45,0.01,130.39,0.06
0.14,1.59,326.14,0.58,0.25,0.4,-7.9,0.01,162.15,0.95
0.1,1.61,177.11,0.29,0.2,0.33,-3.01,0.08,98.58,0.33
0.04,1.35,102.6,0.68,0.04,0.18,-5,0.34,110.17,0.41
0.04,1.6,228.18,0.42,0.18,0.18,-3.68,0.08,131.56,0.95
0.45,1.49,165.88,0.52,0.58,0.11,-5.42,0.15,131.27,0.61
0.03,1.49,249.52,0.27,0.26,0.19,-3.41,0.06,131.69,0.78
0.23,1.69,225.81,0.22,0.03,-0.02,-7.96,0.04,87.44,0.75
0.08,1.71,329.98,0.73,0.16,0.1,-4.8,0.36,116.69,0.18
0.09,1.45,290.65,0.68,0.09,0.08,-2.68,0.08,144.64,0.49
0.07,1.61,173.89,0.96,0.08,0.09,-13.53,0.08,176.07,1
0.13,1.47,259.27,0.4,0.17,0.27,-10.25,0.08,66.2,0.34
0.87,1.92,190.77,0.26,0.23,0.46,-9.04,0.13,136.6,0.16
0.22,1.48,210.54,0.3,0.2,0.32,-8.89,0.14,113.64,0.74
0.28,1.54,396.55,0.88,0.13,0.33,-1.54,0.02,129.07,0.98
0.24,1.48,280.03,0.82,0.09,0.34,-5.27,0.16,86.59,0.96
0.21,1.78,290.02,0.58,0.79,0.08,-6.27,0.03,70.97,0.22
0.46,1.95,106.6,0.38,0.21,0.36,-11.11,0.17,133.76,0.01
0.27,1.59,240.04,0.45,0.09,0.36,-5.52,0.05,148.79,0.18
0.13,1.56,398.52,0.89,0.51,0,-5.03,0.09,83.47,0.16
0.09,1.86,176.22,0.28,0.29,0.37,-10.99,0,144.76,0.12
0,1.82,387.08,0.89,0.02,0.18,-5.87,0.01,129.09,0.02
0.33,1.77,204.32,0.92,0.15,0.14,-8.48,0.02,62.78,0.31
0.02,1.65,214.95,0.23,0.03,0.26,-14.31,0.5,108.25,0.49
0.5,1.55,305.72,0.95,0.16,-0.02,-7.06,0.05,173.89,0.9
0.06,1.39,173.27,0.53,0.03,-0.02,-4.58,0.13,84.08,0.26
0.18,1.45,303.46,0.23,0.01,0.13,-6.35,0.01,82.88,0.39
0.49,1.71,301.24,0.91,0.01,0.42,-6.07,0.06,137.83,0.96
0.09,1.54,372.57,0.61,0.16,0.13,-7.3,0.02,148.11,0.72
0.49,1.68,395.02,0.83,0.4,0.21,-11.32,0.15,119.11,0.75
0.17,1.84,207.76,0.85,0.09,0.23,-11.39,0.03,85.69,0.53
0.14,1.72,260.1,0.27,0.04,0.01,-10.91,0.05,82.27,0.73
0.19,1.65,286.69,1,0.46,0.23,-3.01,0.09,98.64,0.47
0.08,1.66,137.45,0.2,0.09,0.18,-7.81,0.27,78.53,0.17
0.17,1.65,300.56,0.39,0.07,0.22,-7.9,0.07,115.07,0.48
0.21,1.44,132.27,0.47,0.01,0,-2.72,0.09,143.75,0.06
0.09,1.57,54.54,0.63,0.07,0.18,-4.04,0.27,115.33,0.68
0.06,1.57,402.79,0.88,0.18,0.54,-6.14,0.05,98.21,0.12
0.06,1.75,44.8,0.73,0.08,0.23,1.82,0.01,127.58,0.44
0.09,1.39,308.23,0.86,0.09,0.35,-6.01,0.01,124.25,0.97
0.14,1.57,206.21,0.47,0.04,0.29,-9.16,0.02,137.41,0.81
0.48,1.44,244,0.75,0.23,0.11,-9.53,0.04,95.06,0.97
0.13,1.63,325.63,0.82,0.01,0.18,-5.85,0.04,121.36,0.34
0.25,1.76,232.97,0.94,0.07,0.2,-13.92,0.3,148.86,0.09
0.16,1.46,192.02,0.37,0.16,0.27,-3.88,0.31,98.14,0.35
0.48,1.43,263.9,0.23,0.08,0.3,-9.37,0.08,118.62,0.19
0.02,1.55,257.61,0.57,0.03,-0.06,-1.99,0.12,144.14,0.73
0.58,1.96,237.5,0.43,0.35,0.27,-1.21,0.19,100.02,0.09
0.23,1.61,256.87,0.94,0.34,-0.03,-9.22,0.07,148.53,0.18
0.03,1.65,189.18,0.31,0.34,0.15,-10.08,0.03,161.88,0.43
0.06,1.36,339.03,0.43,0.03,0.17,-5.29,0.04,68.34,0.01
0.66,1.92,201.41,0.8,0.12,0.29,-3.44,0.09,103.59,0.15
0.09,1.82,172.05,0.63,0.02,0.22,-9.11,0.1,112.25,0.39
0.53,1.79,161.57,0.7,0.15,0,-8.57,0.07,102.61,1
0,1.25,291.78,0.58,0.08,0.25,-13.01,0.01,116.38,0.93
0.01,1.51,318.28,0.61,0,0.13,-9.4,0.12,141.09,0.14
0.12,1.4,260.76,0.24,0.16,0.23,-5.38,0.1,149.12,0.96
0.06,1.63,296.78,0.59,0.03,0.19,-4.35,0.02,132.97,0.63
0.26,1.57,309.47,0.77,0.24,0.14,-7.35,0.02,138.57,0.49
0.22,2.08,251.31,0.63,0.22,0.19,-9.47,0,115.76,0.91
0.14,1.57,16.93,0.77,0.57,0.26,-10.41,0.08,104.07,0.95
0.07,1.68,341.14,0.38,0.14,0.31,-6.58,0,109.27,0.05
0.03,1.45,289.32,0.34,0.45,0.02,-4.8,0.18,129.1,0.73
0.22,1.47,246.87,0.3,0.01,0.16,-5.65,0.07,119.83,0.95
0.59,1.57,283.62,0.51,0.15,0.19,-4.35,0.07,64.87,0.21
0.1,1.66,230.5,0.9,0.14,0.31,-5.02,0.02,113.89,0.87
0.01,1.77,117.84,0.23,0.13,0.37,-5.89,0.08,139.55,0.18
0.16,1.56,156.26,0.29,0.12,0.2,-3.85,0.19,73.73,0.92
0.14,1.83,172.83,0.26,0.23,0.4,-7.77,0.08,108.33,0.98
0.04,1.67,304.1,0.56,0,0.16,-8.49,0.02,81.42,0.38
0.07,1.53,228.52,0.91,0.15,-0.01,-8.74,0.06,85.41,0.2
0.31,1.54,51.67,1,0.13,0.21,-10.89,0.03,136.39,0.12
0.24,1.53,158.02,0.6,0.28,0.01,-4.73,0.03,96.23,0.75
0.01,1.55,223.5,0.62,0.25,0.29,-5.57,0,103.87,0.5
0.61,1.73,384.12,0.84,0.03,0.49,-8.94,0.13,130.18,0.77
0.03,1.77,263.58,0.35,0.16,-0.08,-7.2,0.07,172.73,0.03
0.18,1.6,164.32,0.48,0.08,0.25,-8.71,0.13,110.4,0.01
0.21,1.49,185.22,0.28,0.07,0.25,-6.99,0.03,103.37,0.35
0.09,1.96,397.2,0.38,0.15,0.33,-10.22,0,99.35,0.04
0.21,1.61,229.04,0.62,0.42,-0.21,-6.68,0.16,119.86,0.2
0.01,1.4,211.87,0.4,0.14,0.08,-11.26,0.03,95.87,0.8
0.73,1.69,222.31,0.57,0.03,0.15,-6.52,0.18,176.98,0.3
0.08,1.79,100.92,0.6,0.06,0.16,-5.37,0.01,113.79,0.07
0.44,1.62,303.59,0.93,0.03,0.15,-5.78,0.03,94.15,0.79
0.14,1.36,255.94,0.61,0.02,0.44,-7.79,0.08,81.87,0.43
0.21,1.65,284.69,0.76,0.16,0.12,-3.55,0.15,139.85,0.95
0.88,1.53,166.13,0.73,0.26,0.05,-9.5,0.01,105.18,0.17
0.06,1.5,276.88,0.38,0.02,0.24,-6.46,0.05,111.94,0.32
0.12,1.59,317.63,0.84,0.22,0.28,-8.58,0.13,128.35,0.32
0.12,1.55,286.66,0.64,0.07,0.38,-8.28,0.35,87.97,0.92
0.16,1.63,317.16,0.28,0.1,0.18,-4.91,0.08,129.9,0.87
0.63,1.62,168.53,0.75,0.17,0.1,-5.61,0,137.03,0.37
0.04,1.54,209.52,0.4,0.21,0.31,-6.24,0.06,135.97,0.58
0.45,1.67,248.8,0.81,0.12,0.15,-7.18,0.1,139.61,0.79
0.1,1.51,312.75,0.46,0.03,0.36,-9.97,0.01,124.63,0.4
0.03,1.75,220.1,0.49,0.16,0.1,-5.44,0.11,138.92,0.25
0.42,1.82,113.59,0.52,0.07,0.31,-8.25,0.66,122.6,0.99
0.47,1.7,253.46,0.71,0.24,0.16,-9.67,0.13,130.03,0.54
0.13,1.78,189.28,0.65,0.45,-0.01,-7.89,0.18,141.77,0.64
0.12,1.42,293.6,0.94,0.34,0.19,-9.27,0.28,137.91,0.88
0.08,1.68,143.09,0.74,0.23,0.14,-8.35,0.11,82.9,0.52
0.56,1.31,166.6,0.31,0.13,0.23,-11.87,0.06,150.18,0.86
0.09,1.6,318.32,0.38,0.18,0.3,-11,0.04,114.28,0.41
0.17,1.86,211.33,0.94,0.42,0.13,-1.74,0.12,142.68,0.71
0.04,1.6,96.24,0.36,0.04,-0.02,-4.37,0.06,99.98,0.2
0.01,1.76,331.83,0.34,0.21,0.3,-3.71,0.08,115.22,0.39
0.47,1.22,240.39,0.77,0.03,0.22,-9.16,0.2,81.48,0.74
0.04,1.58,196.33,0.49,0.26,0.07,-11.19,0.01,147.35,0.2
0.09,1.58,379.33,0.32,0.17,0.15,-3.9,0.02,92.37,0.26
0.13,1.51,377.57,0.48,0.04,0.02,-9.8,0.15,124.26,0.96
0,1.39,226.28,0.58,1.24,0.19,-3.99,0.01,79.62,0.36
0.19,1.29,250.58,0.68,0.04,0.19,-5.85,0.11,132.98,0.35
0.08,1.88,204.71,0.31,0.03,0.22,-3.06,0.01,131.66,0.96
0,1.82,354.8,0.97,0.02,0.18,-6.93,0.11,173.35,0.43
0.22,1.72,291.88,0.66,0.09,0.26,-5.15,0.02,99.14,0.88
0.07,1.57,218.92,0.78,0.15,0.06,-11.81,0.19,120.17,0.86
0.5,1.8,222.89,0.44,0.17,0.27,-2.37,0.08,61.49,0.78
0.16,1.86,373.58,0.26,0.43,-0.03,-7.67,0.04,124.57,0.97
0.15,1.7,177.45,0.36,0.12,0.14,-5.69,0.01,146.74,0.41
0.4,1.53,108.07,0.79,0.24,0.19,-10.63,0.02,125.51,0.6
0.48,1.7,191.88,0.82,0.17,0.24,-7.1,0.08,154.85,0.21
0.05,1.82,448.66,0.37,0.35,0.19,-6.94,0.13,149.88,0.26
0.34,1.68,255.03,0.98,0.12,0.24,-6.21,0.05,82.03,0.09
0.02,1.51,96.34,0.68,0.03,0.17,-7.77,0.03,60.54,0.24
0.31,1.59,200.51,0.49,0,0.13,-7.77,0.05,110.54,0.9
0.37,1.51,109.68,0.31,0.14,-0.11,-4.54,0.09,147.01,0.86
0.04,1.77,136.45,0.27,0.08,0.2,-6.53,0.04,97.24,0.79
0.54,1.27,296.31,0.41,0.3,0.14,-4.76,0.31,144.84,0.57
0.19,1.69,222.87,0.8,0.36,0.34,-9.54,0.13,111.77,0.31
0.13,1.67,37.85,0.88,0.24,0.23,-8.34,0.04,76.96,0.75
0.03,1.8,372.54,0.49,0.51,0.27,-5.24,0.08,94.8,0.35
0.07,1.77,203.1,0.74,0.26,-0.05,-7.52,0.05,116.78,0.62
0.2,1.74,184.41,0.59,0.02,0.16,-8.21,0.26,134.5,0.26
0.2,1.46,282.86,0.55,0.07,0.04,-8.32,0.36,101.4,0.73
0,1.75,249.57,0.8,0.03,-0.01,-9.92,0.11,157.87,0.3
0.1,1.8,316.43,0.9,0.07,0.1,0.14,0.11,123.4,0.81
0.07,1.72,347.91,0.46,0.18,0.35,-5.04,0.06,147.93,0.1
0.59,1.59,318.12,0.61,0.14,0.28,-7.95,0.06,135.19,0.16
0.08,1.26,315.24,0.47,0.05,0.39,-6.15,0.1,112.35,0.23
0.18,1.83,146.73,0.61,0.05,0.26,-9.26,0.23,99.91,0.93
0.2,1.78,282.65,0.72,0.17,0.13,-4.05,0.12,136.44,0.5
0.48,1.82,294.43,0.37,0.12,0.03,-13.63,0.03,135.21,0.51
0.11,1.52,131.07,0.56,0.32,0.4,-6.83,0.02,122.35,0.19
0.05,1.35,295.13,0.93,0.2,0.08,-9.38,0.13,121.08,0.26
0.03,1.35,277.77,0.39,0.18,0.12,-4.14,0.2,149.74,0.36
0.16,1.77,141.45,0.56,0.55,0.32,-6.73,0.02,113.11,0.54
0.09,1.5,147.36,0.61,0.13,0.34,-8.85,0.06,106.9,0.39
0.04,1.36,191.58,0.3,0.26,0.65,-2.31,0.04,137.49,0.98
0.33,1.57,257.49,0.85,0.07,0,-6.55,0.08,82.88,0.83
0.74,1.77,187.93,0.87,0.18,-0.04,-6.85,0.04,129.44,0.03
0.39,1.58,270.91,0.39,0.09,0.29,-8.48,0.11,93.66,0.04
0.11,1.49,301.56,0.87,0.12,0.37,-5,0.02,111.83,0.34
0,1.56,239.79,0.72,0.03,0.27,-3.13,0.01,108.28,0.71
0.45,1.54,185.29,0.34,0.22,0.23,-9.02,0.04,86.22,0.32
0.32,1.3,433.07,0.6,0.56,0.12,-3.84,0.1,79.88,0.19
0.14,1.6,256.92,0.55,0.63,0.09,-7.9,0.1,132.96,0.39
0.11,1.68,114.57,0.79,0.2,-0.03,-6.23,0.12,131.6,0.04
0.04,1.58,193.79,0.53,0.24,0.17,-5.51,0.11,117.55,0.96
0.22,1.68,265.46,0.4,0,0.04,-2.1,0.14,135.3,0.17
0.01,1.72,353.49,0.23,0.01,0.02,-8.79,0.1,144.64,0.15
0.05,1.3,220.18,0.97,0.07,0.14,-4.05,0.04,130.93,0.26
0.25,1.71,405.91,0.42,0.48,0.11,-10.05,0.01,91.92,0.71
0.18,1.76,238.03,0.28,0.02,0.35,-10.15,0.06,144.9,0.27
0.31,1.46,369.31,0.38,0,0.3,-5.28,0.03,105.49,0.25
0.25,1.51,283.41,0.21,0.04,0.37,-3.74,0.07,94.61,0.94
0.05,1.69,264.48,0.91,0.05,0.16,-6.9,0.04,154.42,0.21
0.47,1.68,250.04,0.93,0,0.33,-5.89,0.03,125.53,0.87
0.73,1.87,299.87,0.38,0.03,0.3,-8.38,0.02,126.34,0.61
0.03,1.7,180.67,0.68,0.03,0.26,-6.2,0.06,154.53,0.01
0.21,1.44,194.27,0.54,0.17,0.33,-6.8,0.02,120.69,0.8
0.46,1.49,249.8,0.72,0.01,0.42,-12.35,0.03,122.62,0.25
0.7,1.78,277.58,0.55,0.11,0.27,-4.71,0.12,110.58,0.91
0.05,1.43,256.06,0.69,0.72,0.54,-10,0.02,146.18,0.87
0.02,1.5,318.64,0.64,0.17,0.08,-6.01,0.01,144.3,0.55
0.49,1.38,346.38,0.67,0.37,0.24,-2.69,0.1,77.05,0.4
0.07,1.6,283.3,0.68,0.3,0.05,-9.31,0.1,117.2,0.43
0.16,1.62,115.5,0.54,0.12,0.15,-2.38,0.06,96.85,0.2
0.12,1.55,282.21,0.48,0.16,0.28,-10.86,0.27,64.72,0.76
0.07,1.46,346.25,0.71,0.11,0.48,-4.71,0.34,141.63,0.49
0.34,1.6,152.99,0.58,0.08,0.11,-8.18,0.07,154.16,0.29
0.19,1.85,134.07,0.86,0.12,0.03,-7.62,0.06,139.06,0.24
0.14,1.42,276.87,0.22,0.12,0.04,-10.8,0,91.35,0.07
0.02,1.51,204.3,0.49,0.05,0.17,-11.6,0.03,139.99,0.67
0.26,1.59,278.44,0.9,0.4,0.29,-6.88,0.02,105.96,0.8
0.48,1.36,299.68,0.98,0.21,0.18,-8.26,0.14,125.86,0.38
0.02,1.45,330.83,0.62,0.19,-0.16,-7.73,0.23,87.42,0.12
0.09,1.72,276.98,0.69,0.04,0,-9.13,0.12,153.11,0.8
0,1.57,217.78,0.45,0.09,0.28,-4.57,0.16,84.1,0.53
0.07,1.64,213.79,0.31,0.03,0.21,-8.96,0.07,138.2,0.12
0.01,1.61,174.95,0.56,0.31,-0.03,-9.99,0.04,121.61,0.44
0.26,1.72,168.25,0.83,0.27,-0.03,-11.9,0.14,180.36,0.37
0.33,1.64,240.23,0.68,0.07,0.19,-5.45,0.01,77.9,0.11
0.13,1.99,504.92,0.92,0.67,0.35,-3.26,0.02,84.04,0.8
0.1,1.6,322.31,0.31,0.29,0.37,-7.61,0.06,140.23,0.18
0.55,1.57,267.76,0.4,0.52,-0.16,-8.87,0.08,148.81,0.49
0.01,1.76,256.2,0.87,0.02,0.3,-6.83,0.02,150.76,0.34
0,1.52,163.17,0.51,0.23,0.26,-8.1,0.08,91.93,0.71
0.14,1.62,297.96,0.61,0.01,0.39,-8.33,0.12,58.71,0.24
0.09,1.69,201.12,0.46,0.02,0.28,-10.89,0.04,149,0.84
0.11,1.56,118.27,0.73,0.11,0.07,-10.4,0.14,123.5,0.72
0.09,1.91,216.54,0.67,0.11,0.17,-7.39,0.01,103.46,0.52
0.12,1.65,258.72,0.24,0.11,0.13,-9.75,0.12,133,0.14
0.29,1.48,315.57,0.82,0.05,0.26,-13.48,0.14,140.66,0.02
0.06,1.48,383.72,0.35,0,0,-6.28,0.03,153.71,0.54
0.19,1.5,301.26,0.28,0.06,0.12,-7.27,0.03,86.86,0.67
0.23,1.64,207.65,0.65,0.06,0.41,-10.92,0.02,137.72,0.61
0.33,1.78,178.84,0.52,0.13,-0.04,-0.6,0.28,99.58,0.13
0.12,1.78,140.41,0.38,0.1,0.03,-7.42,0.05,121.09,0.24
0.62,1.63,265.85,0.3,0.04,0.16,-3.69,0.02,104.31,0.29
0.24,1.78,255.77,0.25,0.26,0.17,-6.11,0.12,92.37,0.05
0.3,1.5,364.01,0.21,0.11,0.42,-7.59,0,134.7,0.36
0.01,1.58,340.21,0.9,0.46,-0.05,-15.15,0.11,156.34,0.5
0.08,1.43,230.59,0.79,0.05,0.11,-4.68,0.11,83.41,0.47
0.64,1.83,138.99,0.89,0.02,0.23,-12.2,0.18,100.92,0.73
0.09,1.42,257.8,0.98,0.33,0.33,-8.39,0.03,114.1,0.06
0.15,1.55,341.66,0.6,0.02,0.32,-5.59,0.01,94.14,0.75
